#Selection name: Selection 1
#Area (µm^2): 741180.83
Cell ID,Cluster,Transcripts,Area (µm^2)
fnnombhh-1,Cluster 13,31,121.61
fnnnebad-1,Cluster 9,6,65.63
fnnghhmg-1,Cluster 18,32,125.14
fllcngnd-1,Cluster 13,94,341.62
fnnjaanc-1,Cluster 1,15,102.69
fnnhokfe-1,Cluster 23,13,103.65
fnmphhlo-1,Cluster 6,9,90.44
fnnhlfdh-1,Cluster 15,31,98.77
fnmpkhhk-1,Cluster 19,7,79.54
fnngehcj-1,Cluster 9,15,100.70
fnnddlmm-1,Cluster 7,5,37.36
fndjanom-1,Cluster 1,16,84.98
fndojejl-1,Cluster 1,24,208.17
flkledbo-1,Cluster 1,11,118.26
fndkfjhf-1,Cluster 1,16,118.20
fndkfmgc-1,Cluster 1,43,281.47
flkhegmk-1,Cluster 1,54,170.51
flkcnpgc-1,Cluster 1,46,286.30
fndpbile-1,Cluster 13,27,169.79
flkgofcg-1,Cluster 1,50,230.46
fllbhlok-1,Cluster 18,33,127.20
flkhaakj-1,Cluster 6,11,31.30
flmiadcb-1,Cluster 2,3,23.56
flkfhhfc-1,Cluster 1,47,161.40
flmhcehk-1,Cluster 1,21,96.89
flmhmfoc-1,Cluster 1,37,105.24
flmcmllk-1,Cluster 1,25,144.45
flkhfjdj-1,Cluster 18,19,82.03
flkhnnpd-1,Cluster 2,7,70.00
flkchmbf-1,Cluster 2,11,88.87
fnoamgfa-1,Cluster 23,16,190.75
flkbmkje-1,Cluster 1,15,75.38
fnnlbghl-1,Cluster 18,35,241.08
fnnkpfch-1,Cluster 1,7,62.55
fnoakfnc-1,Cluster 1,24,119.68
fnnkkalk-1,Cluster 1,51,271.57
fllefjld-1,Cluster 13,50,293.47
fnnaleda-1,Cluster 7,63,240.20
fnmommji-1,Cluster 7,20,62.30
fnnioafk-1,Cluster 1,22,133.94
fnmmgklm-1,Cluster 1,39,159.96
fnmmnock-1,Cluster 1,14,45.51
fnoaeicf-1,Cluster 1,52,225.86
flkakhol-1,Cluster 1,17,81.20
fljpglfd-1,Cluster 1,36,180.16
fljpjmpd-1,Cluster 1,27,88.99
fnmmcjkh-1,Cluster 1,14,46.36
flkbfecg-1,Cluster 7,25,125.36
fnmlmjnb-1,Cluster 1,11,74.92
flmfhick-1,Cluster 1,14,80.25
flkabkoe-1,Cluster 1,15,83.34
flmgccjn-1,Cluster 1,31,119.16
flmjelij-1,Cluster 9,10,72.07
flmgbehe-1,Cluster 3,13,68.37
fllckoai-1,Cluster 1,54,353.72
fllenamn-1,Cluster 3,38,180.70
flminaje-1,Cluster 3,10,46.05
flmfcnbn-1,Cluster 1,15,52.24
flmcdaif-1,Cluster 1,29,167.36
flkaadmf-1,Cluster 7,20,109.69
flmcaohf-1,Cluster 9,39,158.89
flmblahp-1,Cluster 15,28,116.94
flkagjmd-1,Cluster 1,12,75.78
flmcajff-1,Cluster 3,13,106.53
fljpppfo-1,Cluster 3,11,58.48
flmbmcig-1,Cluster 19,7,80.25
flmhccba-1,Cluster 7,31,173.49
hmbcjejd-1,Cluster 3,32,158.83
hmbdkpma-1,Cluster 23,23,187.11
hmapnddl-1,Cluster 1,41,252.04
hmbalffg-1,Cluster 3,4,123.50
hmapgjkm-1,Cluster 1,65,325.44
hmamhnof-1,Cluster 1,39,158.82
hmalnmhi-1,Cluster 1,24,109.35
hmalmcjc-1,Cluster 1,32,203.89
hmamokjc-1,Cluster 13,26,103.30
hmannnaj-1,Cluster 13,47,154.33
hmanhjii-1,Cluster 13,66,266.67
hmanebmh-1,Cluster 13,33,125.56
hmalekfe-1,Cluster 1,16,92.63
hmbdifdi-1,Cluster 7,45,166.98
hmaofhkb-1,Cluster 1,32,171.43
hmaonidg-1,Cluster 13,28,117.58
hmapgijg-1,Cluster 13,10,57.80
hmajbnoo-1,Cluster 7,19,141.30
hmakkocl-1,Cluster 2,14,164.16
hmakcdcl-1,Cluster 7,19,91.67
hmbdedne-1,Cluster 5,16,141.54
hmajmlmb-1,Cluster 23,7,99.00
hmbdjfdn-1,Cluster 2,16,111.79
hmbdgafe-1,Cluster 9,14,80.34
hmakbfmi-1,Cluster 7,19,117.87
hmakenba-1,Cluster 3,17,145.79
hmcbffml-1,Cluster 17,7,55.29
hmbpkmdm-1,Cluster 2,21,145.84
hmbooppm-1,Cluster 16,45,120.96
hmccnflf-1,Cluster 5,4,57.43
hmccgffb-1,Cluster 7,7,63.50
hmcblfpj-1,Cluster 2,10,102.59
hmbpcofb-1,Cluster 5,42,151.74
hlpghjfh-1,Cluster 1,33,159.80
hmbfpdgd-1,Cluster 5,19,109.49
foeflpnc-1,Cluster 1,22,177.38
fnmnhghj-1,Cluster 1,26,108.07
gooefbnj-1,Cluster 1,14,54.85
goomolnf-1,Cluster 1,18,59.74
goolhclp-1,Cluster 18,7,73.60
goobjojl-1,Cluster 3,21,93.81
gooleebc-1,Cluster 4,3,11.28
goobljgn-1,Cluster 3,38,143.01
gooldhdi-1,Cluster 3,2,19.09
gpeahlej-1,Cluster 3,10,113.65
goobehal-1,Cluster 11,12,59.02
gpeaabge-1,Cluster 3,13,63.88
gpecbjda-1,Cluster 5,12,90.41
gpdoomig-1,Cluster 2,7,70.31
gpeapknd-1,Cluster 1,26,133.55
goodoign-1,Cluster 1,33,122.56
gooaedmn-1,Cluster 1,10,89.92
goomhbhe-1,Cluster 3,40,186.20
goocimfo-1,Cluster 1,10,95.31
gpeckkhk-1,Cluster 3,43,162.60
gooknlga-1,Cluster 19,13,77.81
gooccjdb-1,Cluster 7,33,161.89
gpeacihm-1,Cluster 3,10,77.38
gpdhinob-1,Cluster 1,30,185.50
fnoanplp-1,Cluster 13,62,311.64
gpdlncil-1,Cluster 1,56,275.62
fnochdmb-1,Cluster 13,28,209.52
gpeckihb-1,Cluster 3,37,229.62
fnmllkno-1,Cluster 13,28,131.88
gpdiegek-1,Cluster 7,31,127.79
fnmnehjg-1,Cluster 1,21,99.98
gpdipdea-1,Cluster 3,30,142.40
fnobpoch-1,Cluster 13,52,294.84
gpdnackg-1,Cluster 1,20,63.27
gpdncflh-1,Cluster 1,9,18.10
gpdkbfda-1,Cluster 13,16,81.62
gpdgfehj-1,Cluster 13,48,190.59
gpdlgddo-1,Cluster 1,17,52.76
gpdhjmgn-1,Cluster 1,19,99.64
gpdkmadc-1,Cluster 13,25,122.21
fnnppgmk-1,Cluster 13,42,168.35
gpebfccb-1,Cluster 1,22,129.01
gpefmhoh-1,Cluster 1,63,307.31
gpefpfhe-1,Cluster 1,6,33.06
goofglaj-1,Cluster 1,14,57.73
goofopam-1,Cluster 13,10,42.04
gpdogikc-1,Cluster 1,69,288.71
googaffd-1,Cluster 13,33,111.17
goomgkmc-1,Cluster 1,30,153.40
goofbhom-1,Cluster 1,7,47.08
goognnhf-1,Cluster 13,16,57.44
goodmdao-1,Cluster 19,12,63.30
goodjmam-1,Cluster 1,51,319.84
goooeicm-1,Cluster 19,10,134.29
goodgeka-1,Cluster 1,4,69.09
goopfapc-1,Cluster 1,33,204.24
goocldff-1,Cluster 20,39,170.01
gonpknji-1,Cluster 1,22,111.96
goopkfcn-1,Cluster 1,16,71.96
gonpnfda-1,Cluster 1,47,319.53
gpeeokic-1,Cluster 1,27,159.84
gpefcbbc-1,Cluster 1,67,299.38
foenojji-1,Cluster 13,92,425.28
gpeehkhl-1,Cluster 1,56,328.41
fnnpdnok-1,Cluster 1,30,116.64
fnmliiic-1,Cluster 1,25,185.60
gpedhpob-1,Cluster 13,35,195.06
gpednkie-1,Cluster 1,25,230.65
fnmnpnmc-1,Cluster 1,27,153.11
fnoabjee-1,Cluster 1,35,160.11
gpdmepma-1,Cluster 13,52,196.20
goooaoaf-1,Cluster 1,11,75.64
gpecnljd-1,Cluster 1,37,184.05
gpddmdgd-1,Cluster 1,38,196.19
foeoklap-1,Cluster 1,56,317.36
gpedgodb-1,Cluster 13,55,202.06
foenldeh-1,Cluster 19,14,120.15
foenpceo-1,Cluster 13,75,342.73
gpdeacje-1,Cluster 1,26,101.67
gpeejnjk-1,Cluster 13,27,305.82
fnmoiomn-1,Cluster 13,18,116.01
fllkbbfi-1,Cluster 7,8,58.26
fllhpkol-1,Cluster 7,14,114.24
fljplhle-1,Cluster 13,46,248.75
fllkbbml-1,Cluster 13,15,162.73
fljofgpb-1,Cluster 1,34,124.02
fljpdglg-1,Cluster 1,6,41.52
flkaiehb-1,Cluster 19,18,81.29
flljecne-1,Cluster 7,24,173.83
fljpcepk-1,Cluster 13,30,110.43
flliejlm-1,Cluster 1,10,141.09
fnmnfmoh-1,Cluster 1,89,346.56
fljoijif-1,Cluster 13,45,302.77
fllhjdik-1,Cluster 11,10,78.75
fljpioma-1,Cluster 13,11,71.18
fnmnmaee-1,Cluster 1,6,40.43
fllhchia-1,Cluster 5,18,89.39
fnmnjpoc-1,Cluster 1,11,82.62
fljpcocb-1,Cluster 20,33,167.04
fllkenni-1,Cluster 13,24,134.18
fnmnfikn-1,Cluster 1,61,276.64
flmmcnmk-1,Cluster 2,16,97.00
flmbdkop-1,Cluster 9,29,73.18
flmlmofj-1,Cluster 2,2,75.58
flmbegga-1,Cluster 2,19,137.60
flmbgkof-1,Cluster 5,7,36.03
flmmdfbc-1,Cluster 5,5,29.14
flmkpiaf-1,Cluster 5,24,97.73
hmcdcpdg-1,Cluster 15,11,63.11
flmkpcha-1,Cluster 2,24,93.91
flmkenol-1,Cluster 17,19,98.71
flmmdajk-1,Cluster 3,33,138.06
hmcelglm-1,Cluster 2,5,36.56
hmcaokgi-1,Cluster 2,13,77.69
flmnphjf-1,Cluster 9,25,104.05
flmnlioi-1,Cluster 3,7,47.76
flmmpgfe-1,Cluster 11,11,90.75
flmkefif-1,Cluster 2,9,122.17
flmmedgd-1,Cluster 9,16,120.93
flmmgaii-1,Cluster 7,16,109.22
flnbkpjn-1,Cluster 7,33,84.86
fljhbgel-1,Cluster 4,6,63.60
flllidlg-1,Cluster 2,14,119.32
fnmllgeo-1,Cluster 13,22,176.72
fljjmnpe-1,Cluster 13,73,311.84
fnmlhjba-1,Cluster 1,17,109.63
fllnenpi-1,Cluster 13,27,93.20
flleplfo-1,Cluster 9,16,129.29
fnmlldjj-1,Cluster 13,16,106.03
fllngiim-1,Cluster 1,36,269.42
fljgnalm-1,Cluster 13,18,127.34
flllajfl-1,Cluster 7,5,27.77
foeelikf-1,Cluster 1,43,362.51
fljkcagg-1,Cluster 1,21,128.43
flllkhic-1,Cluster 4,4,28.99
fllnhjgd-1,Cluster 4,4,40.13
flllpcdh-1,Cluster 4,0,68.39
fllnhdkn-1,Cluster 2,18,123.96
fllnihga-1,Cluster 9,5,48.61
fllmomac-1,Cluster 1,60,294.60
flmkaahf-1,Cluster 7,21,103.93
flmkaojb-1,Cluster 7,36,184.23
flmoaijn-1,Cluster 9,23,100.33
flmndljm-1,Cluster 11,17,76.65
hmcakdff-1,Cluster 2,7,137.99
flmjmpmb-1,Cluster 2,12,63.36
flmofkfi-1,Cluster 7,15,48.97
flmjkomb-1,Cluster 9,13,69.50
flmjgmll-1,Cluster 9,7,76.84
flmphmdi-1,Cluster 17,32,89.90
flmpmafm-1,Cluster 7,22,71.92
flndaceo-1,Cluster 14,1,56.32
hmbhligm-1,Cluster 2,2,57.56
flnbnfab-1,Cluster 17,11,121.68
flnapond-1,Cluster 7,22,92.48
flncfgpf-1,Cluster 9,4,89.75
flmjmbhn-1,Cluster 7,8,59.91
flnbelme-1,Cluster 2,9,117.58
fodpiajh-1,Cluster 1,58,166.47
goopkfop-1,Cluster 1,13,67.14
gpdfheeh-1,Cluster 1,15,155.28
gooihblb-1,Cluster 1,29,148.50
gpdfonpi-1,Cluster 1,11,112.82
gonkfnfc-1,Cluster 1,52,333.41
gpdeknbl-1,Cluster 13,38,262.78
gooibbcn-1,Cluster 1,39,386.52
gpdeeakc-1,Cluster 1,64,497.98
gooodfjb-1,Cluster 1,28,261.69
gonpccbh-1,Cluster 1,24,210.35
gpdfgoji-1,Cluster 13,22,161.61
gooaclon-1,Cluster 1,9,23.33
gooilppj-1,Cluster 6,25,88.22
gooimpna-1,Cluster 19,17,96.30
goopkonb-1,Cluster 1,16,96.77
gonioahn-1,Cluster 1,48,272.17
gooiaamo-1,Cluster 18,23,118.02
gopabaip-1,Cluster 1,4,59.64
gpdgdkjo-1,Cluster 1,19,155.12
goopnjpo-1,Cluster 1,68,290.83
gonlacnn-1,Cluster 1,16,76.99
foekjkam-1,Cluster 1,60,368.12
foekjgmh-1,Cluster 1,17,94.46
gpdekkgi-1,Cluster 1,43,282.93
foekiibn-1,Cluster 1,18,144.74
foeomman-1,Cluster 1,18,118.31
foepbjed-1,Cluster 1,35,191.87
foeonnge-1,Cluster 1,29,168.72
foeeplhh-1,Cluster 1,27,171.82
foeginpm-1,Cluster 1,10,36.16
foeejflk-1,Cluster 1,26,80.31
foelhhkf-1,Cluster 1,17,153.72
foelneei-1,Cluster 1,38,225.61
foeefmjp-1,Cluster 1,6,73.02
foeehnoc-1,Cluster 1,19,126.09
foelbfhf-1,Cluster 13,6,54.71
foeiihpb-1,Cluster 13,56,307.40
foeodkle-1,Cluster 1,25,119.55
foekkpng-1,Cluster 19,9,70.62
foepkjei-1,Cluster 1,82,516.19
gonkgbkb-1,Cluster 1,20,89.28
gonkbcaf-1,Cluster 1,20,59.00
goohhjmp-1,Cluster 6,21,96.01
goohnlbf-1,Cluster 18,5,47.09
goohldkm-1,Cluster 11,5,20.02
goohljhi-1,Cluster 4,3,23.54
gooiilhh-1,Cluster 3,1,13.91
gonlblib-1,Cluster 18,15,99.94
goojghhb-1,Cluster 20,1,10.18
goojohka-1,Cluster 4,4,33.89
gonlelpd-1,Cluster 1,10,37.44
gphcnaoc-1,Cluster 1,14,109.72
gonmoofp-1,Cluster 1,0,19.96
gonnfgkn-1,Cluster 19,15,53.37
gonmidkp-1,Cluster 4,1,8.61
goohpmbb-1,Cluster 18,24,91.81
gonnpnci-1,Cluster 1,18,74.94
gonlheik-1,Cluster 18,3,19.00
gonnpmaa-1,Cluster 4,3,15.74
gonlcibe-1,Cluster 20,7,32.22
fodpkdaa-1,Cluster 13,23,91.45
gonnlhkn-1,Cluster 1,6,48.67
gookajpk-1,Cluster 1,40,194.54
foeeaaab-1,Cluster 1,47,205.31
goojoljf-1,Cluster 1,13,66.35
foeleebi-1,Cluster 1,32,106.27
gpddcgoe-1,Cluster 1,69,421.50
foeedfil-1,Cluster 1,18,104.71
gpddadak-1,Cluster 1,65,357.13
foemlemi-1,Cluster 1,27,162.37
foeeampd-1,Cluster 1,15,78.20
foeclfia-1,Cluster 1,33,261.59
gonnnfnb-1,Cluster 1,7,40.64
gpddhbgj-1,Cluster 13,13,114.12
foeamkpa-1,Cluster 1,32,168.70
goojoibn-1,Cluster 1,17,134.37
foeckdjl-1,Cluster 13,40,274.39
gpdcpimk-1,Cluster 1,39,275.96
foehdoeo-1,Cluster 13,40,149.94
fljhfedn-1,Cluster 2,9,133.38
flkclcec-1,Cluster 2,5,33.47
flkikogh-1,Cluster 5,3,15.93
flkjdpfp-1,Cluster 5,71,295.32
fljjfboe-1,Cluster 1,31,131.76
fllklail-1,Cluster 18,20,85.35
flklcldl-1,Cluster 2,13,87.38
flkkbpak-1,Cluster 2,11,83.81
foehgkkp-1,Cluster 1,45,255.90
fljjehep-1,Cluster 1,33,141.72
fljjlebm-1,Cluster 13,33,182.99
foehkhkh-1,Cluster 13,38,159.97
fljhhoel-1,Cluster 9,18,85.11
fljhpcem-1,Cluster 7,18,110.95
foehmbgd-1,Cluster 19,14,68.76
fljkphhe-1,Cluster 7,51,169.44
fljkpngj-1,Cluster 9,18,68.99
fljhfgoi-1,Cluster 9,10,53.27
foehiinn-1,Cluster 13,23,88.29
flkcmdeo-1,Cluster 11,20,89.52
fllphkpf-1,Cluster 5,34,177.20
flloecbc-1,Cluster 5,18,114.48
flkjcanm-1,Cluster 2,7,26.13
flkicfbk-1,Cluster 15,14,48.34
flnecgpp-1,Cluster 16,32,117.87
flmpkoda-1,Cluster 5,37,159.43
flndjlfg-1,Cluster 2,14,97.79
flmppgae-1,Cluster 5,19,133.68
flnebkfo-1,Cluster 16,31,108.25
hmbkjdmd-1,Cluster 2,7,77.09
hmbhjmaj-1,Cluster 15,81,157.06
fllpggcp-1,Cluster 22,29,186.79
fllphnji-1,Cluster 9,19,133.39
fllpefmk-1,Cluster 7,11,119.56
fljghekf-1,Cluster 2,7,51.19
flkclbam-1,Cluster 2,8,44.10
fllojfek-1,Cluster 2,8,57.12
fllphbdh-1,Cluster 7,38,125.35
fofbanof-1,Cluster 2,7,83.10
fljidlah-1,Cluster 16,20,37.73
fljgbjep-1,Cluster 5,10,28.76
fljmdmbl-1,Cluster 2,13,42.38
fljigggp-1,Cluster 15,17,32.48
fljiioai-1,Cluster 2,18,47.67
fljggeff-1,Cluster 2,3,61.47
fljlhold-1,Cluster 3,21,91.83
fljjgfda-1,Cluster 1,59,241.81
fljklicc-1,Cluster 2,16,103.54
fljlnbpl-1,Cluster 5,24,116.38
fljmlglb-1,Cluster 2,8,45.20
fljmnpif-1,Cluster 19,18,94.05
foeafjnd-1,Cluster 3,30,139.34
fofbbkdo-1,Cluster 5,16,97.86
foffkiik-1,Cluster 15,76,145.56
fodpjnba-1,Cluster 1,48,300.63
fofbgacb-1,Cluster 2,21,97.22
fljlgpeo-1,Cluster 16,39,112.74
fljillmc-1,Cluster 3,65,211.66
fllnmfch-1,Cluster 7,34,137.89
fllpfpjb-1,Cluster 7,22,179.82
fllpifgg-1,Cluster 7,13,46.66
flmaghil-1,Cluster 9,7,117.80
fllpgfpp-1,Cluster 7,35,110.59
flmanlon-1,Cluster 7,49,192.41
fofbcana-1,Cluster 2,3,36.62
fljemijo-1,Cluster 2,5,88.18
fllpmjjp-1,Cluster 15,83,156.07
fljgheja-1,Cluster 15,12,63.84
fofaabpo-1,Cluster 2,18,130.67
fofcjmjg-1,Cluster 9,9,43.05
fofcflpf-1,Cluster 16,17,82.69
fofclhoj-1,Cluster 7,15,66.40
fofdfank-1,Cluster 15,41,171.90
foepmnhk-1,Cluster 5,30,172.37
fofapigd-1,Cluster 4,8,140.14
foepofcj-1,Cluster 7,14,58.62
hmbofhfg-1,Cluster 2,12,89.40
hmceegib-1,Cluster 16,40,109.26
hmcaefjg-1,Cluster 2,15,103.55
hmcdoakb-1,Cluster 7,6,72.13
hmbpngdo-1,Cluster 9,14,99.19
hmceedmd-1,Cluster 2,10,85.53
hmcbnfgm-1,Cluster 2,13,85.29
hmccejoj-1,Cluster 2,14,93.17
hmchpmkd-1,Cluster 15,23,117.87
hmcgacai-1,Cluster 15,44,124.21
hmcfhfgg-1,Cluster 15,33,68.56
hmbkpafl-1,Cluster 7,19,117.54
hmcfebkj-1,Cluster 16,37,79.36
hmbliggi-1,Cluster 2,22,113.91
hmckgdmm-1,Cluster 7,51,144.91
hmcjpfig-1,Cluster 7,49,202.72
hmchhfmo-1,Cluster 9,28,141.17
hmcicfbh-1,Cluster 9,25,108.99
hmcbbgom-1,Cluster 16,40,129.99
hmbjdhdh-1,Cluster 9,12,75.51
hmcnnhbc-1,Cluster 16,70,195.48
hmbhnjaf-1,Cluster 7,27,127.69
hmbjckgb-1,Cluster 7,9,58.33
hmcocimk-1,Cluster 15,35,138.68
hmcgkndg-1,Cluster 7,20,237.34
hmcgibam-1,Cluster 15,28,63.15
hmbkofgm-1,Cluster 15,14,106.88
hmcgoaco-1,Cluster 15,76,151.77
hmbkmace-1,Cluster 7,33,106.45
hmbkhnhd-1,Cluster 15,55,165.25
hmcgnbbd-1,Cluster 2,13,118.62
hmcgapml-1,Cluster 9,9,58.25
hlomdnmd-1,Cluster 3,25,134.07
hmbgccgn-1,Cluster 15,50,176.21
hlokfkac-1,Cluster 3,37,122.12
hlpaicbj-1,Cluster 3,32,115.07
hlolocop-1,Cluster 2,9,52.86
hlompjnc-1,Cluster 2,17,78.43
hlooenjf-1,Cluster 3,29,125.80
hlonfacc-1,Cluster 6,14,55.86
hlomoghg-1,Cluster 1,42,227.42
hlokcjfo-1,Cluster 1,50,210.92
hlophdif-1,Cluster 3,8,47.14
hloppojo-1,Cluster 3,10,69.60
hlopjjba-1,Cluster 3,43,164.71
hlpfdimo-1,Cluster 19,4,53.00
hlojafdp-1,Cluster 17,13,83.92
fogdbljf-1,Cluster 3,18,136.66
fonbflnd-1,Cluster 16,13,82.23
fohlcobm-1,Cluster 22,14,74.56
gphpjino-1,Cluster 1,30,175.82
gpgbemnp-1,Cluster 13,61,379.52
goembbcc-1,Cluster 19,7,67.09
gpheibcc-1,Cluster 1,11,81.32
gphdnfkl-1,Cluster 1,11,40.16
gphebagb-1,Cluster 20,11,31.71
gonmkakl-1,Cluster 1,30,219.76
gphefgmk-1,Cluster 1,17,60.39
gphncpio-1,Cluster 1,66,346.22
gphdmnlc-1,Cluster 1,60,281.78
gpgbfppf-1,Cluster 1,33,273.12
gonnedlb-1,Cluster 1,38,197.23
gphfbipk-1,Cluster 1,75,342.89
gphmlbdo-1,Cluster 1,40,208.61
gphibafa-1,Cluster 1,7,26.59
gphjcghm-1,Cluster 1,52,173.18
gphegdkc-1,Cluster 13,20,137.85
gphhdobe-1,Cluster 1,37,171.82
gphnllml-1,Cluster 1,18,89.71
gphndmal-1,Cluster 1,14,151.28
gphfakdm-1,Cluster 1,27,140.73
gpgcjahp-1,Cluster 13,39,203.46
fogkomhl-1,Cluster 1,54,198.19
gpdcfcbl-1,Cluster 1,20,80.96
gpgakhog-1,Cluster 1,18,177.09
gpgbikkm-1,Cluster 13,34,233.97
gpdbchea-1,Cluster 1,14,133.27
foecajem-1,Cluster 13,44,162.69
gpdbjjgd-1,Cluster 1,14,72.04
foeblcma-1,Cluster 1,16,99.96
gpdclijp-1,Cluster 13,59,244.60
gpgajfgj-1,Cluster 13,87,457.16
fohadbbp-1,Cluster 15,14,35.78
fogipmkf-1,Cluster 16,27,37.30
fogjnhki-1,Cluster 18,20,87.48
fogkfaml-1,Cluster 3,40,162.32
gpgafpfp-1,Cluster 1,36,195.82
gpgcjenm-1,Cluster 1,10,69.95
fohaddbp-1,Cluster 1,54,336.54
fohcegfd-1,Cluster 1,29,174.05
gpgcmnab-1,Cluster 11,10,70.23
gpgdgpec-1,Cluster 19,26,108.91
gpgedgbd-1,Cluster 17,3,25.13
gphpccdm-1,Cluster 4,9,64.32
gphfhakg-1,Cluster 1,39,133.71
gpiamiho-1,Cluster 13,26,163.23
gphlipej-1,Cluster 13,32,180.87
gpgclhmh-1,Cluster 1,27,115.45
gpgcphfg-1,Cluster 13,49,216.12
gpiajggf-1,Cluster 13,38,174.79
gphnpgab-1,Cluster 4,6,79.52
gphbpcnh-1,Cluster 1,17,71.87
gpiggmmn-1,Cluster 1,20,113.63
gpgfhonk-1,Cluster 9,11,54.03
gphbljlp-1,Cluster 1,27,123.80
gpgfcgfl-1,Cluster 7,5,41.39
gphlgfhn-1,Cluster 1,48,380.53
gphbidcj-1,Cluster 1,63,310.06
gphnmjab-1,Cluster 13,35,235.62
gpgeeccf-1,Cluster 7,11,38.60
gpgdkdeg-1,Cluster 7,9,21.85
gpgeiblj-1,Cluster 7,43,130.15
fogomkgn-1,Cluster 15,42,144.14
fohcncpl-1,Cluster 7,11,42.91
fogpldbd-1,Cluster 15,17,68.61
gpgclkhc-1,Cluster 1,7,67.97
fohlbhpj-1,Cluster 5,8,59.83
fohfdllf-1,Cluster 15,46,135.37
gpgejand-1,Cluster 7,39,145.74
fohcicia-1,Cluster 7,11,92.95
gpgkcjnp-1,Cluster 15,31,92.31
gpgffkfd-1,Cluster 15,18,68.76
gpggkghm-1,Cluster 15,21,83.59
fohjchjo-1,Cluster 2,8,108.14
gpgenhba-1,Cluster 16,24,51.89
gpgemaaa-1,Cluster 16,58,124.49
fohhmppa-1,Cluster 11,7,58.49
gpgdneaa-1,Cluster 7,22,68.46
fodcdhnh-1,Cluster 9,13,141.46
fofemjhm-1,Cluster 9,17,107.94
fofjbodc-1,Cluster 5,5,68.72
fofdihog-1,Cluster 5,18,82.72
fodojkgm-1,Cluster 1,43,136.46
foedbaad-1,Cluster 1,17,175.34
fodofhgg-1,Cluster 13,32,172.35
fogniaom-1,Cluster 7,26,148.94
foeebjfa-1,Cluster 13,16,123.89
foedimlg-1,Cluster 1,18,63.80
fodpejmo-1,Cluster 14,15,134.96
fodpbeci-1,Cluster 19,21,137.58
fogmbjen-1,Cluster 4,5,45.25
fogmbbji-1,Cluster 4,6,83.20
fogmiiie-1,Cluster 7,14,88.22
fofmjfoa-1,Cluster 5,16,96.26
fogollbk-1,Cluster 9,5,53.23
fogloobg-1,Cluster 7,16,131.64
fogmipkg-1,Cluster 4,3,52.09
fofjdfjk-1,Cluster 5,21,56.61
fofkdbok-1,Cluster 5,6,39.09
fogcagoi-1,Cluster 7,8,111.27
fofmfdhi-1,Cluster 17,22,161.16
fofggpic-1,Cluster 16,38,126.47
fofemdfk-1,Cluster 16,53,121.15
fogcejel-1,Cluster 7,22,103.89
fogcbomp-1,Cluster 7,8,84.75
fofggkag-1,Cluster 15,28,94.08
foffoomd-1,Cluster 15,17,47.46
fljmdoii-1,Cluster 5,23,112.45
foffofho-1,Cluster 2,14,77.26
fofoicdp-1,Cluster 4,4,23.31
foflffok-1,Cluster 7,26,140.76
fofeakfi-1,Cluster 9,14,114.87
fofdgkfe-1,Cluster 7,15,130.98
fofkecaa-1,Cluster 5,24,171.00
fogcnhnb-1,Cluster 5,12,117.40
fofeeghh-1,Cluster 2,10,73.95
fofgoimg-1,Cluster 16,16,55.36
fofghgcm-1,Cluster 2,13,86.51
fodabeom-1,Cluster 3,34,152.98
fohlndio-1,Cluster 22,8,80.47
fofmofhn-1,Cluster 9,8,77.54
fohhaeaf-1,Cluster 5,14,76.88
foheljcf-1,Cluster 7,20,128.96
fodbmbdj-1,Cluster 7,12,63.79
fofnhnnc-1,Cluster 7,5,46.09
fodbmhej-1,Cluster 9,10,92.11
foghoobp-1,Cluster 7,11,52.18
fogoblfb-1,Cluster 16,16,64.34
fogibhpf-1,Cluster 2,15,143.66
fohoefba-1,Cluster 3,30,126.19
fohnhgdc-1,Cluster 2,6,67.04
fodamclj-1,Cluster 3,22,110.97
fohnmhoc-1,Cluster 2,14,55.06
fohkjamk-1,Cluster 11,18,116.44
fohhghgl-1,Cluster 2,6,88.11
fohmfajh-1,Cluster 3,39,191.82
fodblchm-1,Cluster 3,35,194.14
fohejmof-1,Cluster 5,13,91.77
fofiaehh-1,Cluster 18,16,43.01
fofhmoej-1,Cluster 11,11,130.94
fofhnfif-1,Cluster 5,12,32.14
fofmkhck-1,Cluster 3,14,106.43
fofmlmgd-1,Cluster 15,29,122.97
focmjcjp-1,Cluster 19,37,172.26
fodccoge-1,Cluster 7,45,151.62
fofmmhfo-1,Cluster 15,4,60.68
fofnjinh-1,Cluster 11,9,128.58
fogaaphc-1,Cluster 2,20,159.23
fodaaocg-1,Cluster 1,66,308.65
focpdlhi-1,Cluster 3,48,172.31
focmjolc-1,Cluster 13,63,292.01
focmpgdd-1,Cluster 1,83,234.93
focnabdh-1,Cluster 1,73,251.10
fodchapj-1,Cluster 1,38,145.12
fodbpdbg-1,Cluster 6,23,88.26
fofgpiog-1,Cluster 18,22,111.04
fomnjkpb-1,Cluster 6,37,100.36
gpfnjkhh-1,Cluster 17,4,97.51
gpfpopjf-1,Cluster 15,60,239.39
gpifekan-1,Cluster 13,80,355.45
gphkdolp-1,Cluster 7,19,103.33
gpicpcdd-1,Cluster 13,24,167.82
gpieijgo-1,Cluster 1,11,68.96
gphpjgjg-1,Cluster 1,73,287.25
gpiepfhn-1,Cluster 13,25,181.87
gphlohdo-1,Cluster 19,21,130.33
